id_cliente,n_compras,venta_total
507409,12,205.0
507410,5,92.5
507411,1,46.0
507412,11,246.9
507413,1,31.1
507414,1,22.7
507415,4,72.5
507416,3,191.7
507417,6,243.1
507418,6,181.4
507419,1,30.7
507420,4,132.2
507421,5,150.4
507422,2,43.5
507423,5,167.0
507424,4,119.2
507425,2,130.9
507426,4,117.5
507427,2,91.4
507428,3,136.2
507429,2,97.8
507430,9,354.6
507431,7,392.1
507432,3,281.2
507433,1,29.4
507434,3,127.2
507435,7,291.1
507436,3,52.6
507437,6,578.2
507438,2,105.5
507439,8,312.7
507440,3,100.9
507441,3,94.3
507442,11,336.0
507443,7,254.4
507444,2,89.6
507445,4,69.9
507446,5,131.8
507447,1,35.7
507448,7,226.6
507449,1,59.9
507450,1,21.7
507451,4,272.4
507452,2,54.7
507453,2,66.3
507454,3,71.9
507455,9,356.9
507456,2,52.3
507457,8,416.1
507458,6,77.1
507459,4,96.8
507460,2,49.9
507461,3,60.4
507462,2,47.3
507463,3,121.4
507464,4,51.8
507465,6,80.7
507466,1,64.8
507467,8,328.0
507468,1,15.9
507469,2,107.0
507470,5,159.2
507471,1,53.8
507472,8,258.0
507473,2,28.8
507474,6,294.6
507475,3,67.5
507476,2,85.7
507477,4,203.6
507478,1,76.9
507479,5,512.7
507480,12,155.4
507481,4,134.8
507482,2,71.3
507483,5,92.5
507484,5,149.9
507485,3,195.5
507486,2,55.0
507487,1,70.0
507488,4,163.1
507489,2,76.6
507490,4,194.2
507491,4,118.4
507492,4,185.1
507493,3,82.7
507494,1,65.6
507495,3,113.4
507496,6,172.4
507497,2,30.4
507498,5,102.6
507499,5,188.7
507500,4,114.5
507501,9,864.5
507502,2,37.1
507503,9,215.9
507504,6,168.2
507505,1,56.8
507506,6,98.1
507507,8,643.7
507508,7,208.1
507509,17,1042.7
507510,11,510.1
507511,16,616.5
507512,3,146.5
507513,6,127.3
507514,3,63.7
507515,2,48.0
507516,5,89.0
507517,5,166.6
507518,4,145.5
507519,5,113.6
507520,11,290.6
507521,3,88.5
507522,4,246.4
507523,7,83.2
507524,11,1223.5
507525,2,69.5
507526,4,40.8
507527,2,71.3
507528,11,427.2
507529,10,408.8
507530,8,188.0
507531,2,223.7
507532,1,46.6
507533,7,162.6
507534,8,468.0
507535,2,48.1
507536,5,117.9
507537,4,255.0
507538,2,182.1
507539,12,503.6
507540,5,163.8
507541,1,35.2
507542,8,918.9
507543,7,285.1
507544,3,75.1
507545,3,118.6
507546,2,104.4
507547,8,199.4
507548,2,58.7
507549,9,232.6
507550,3,65.8
507551,2,83.5
507552,6,128.2
507553,2,57.5
507554,6,150.2
507555,4,139.0
507556,6,125.3
507557,15,1190.3
507558,7,581.6
507559,6,326.8
507560,5,239.1
507561,4,119.4
507562,4,92.1
507563,9,279.5
507564,7,162.5
507565,4,189.6
507566,4,415.8
507567,3,100.0
507568,5,356.4
507569,2,141.6
507570,2,40.7
507571,7,257.8
507572,1,49.3
507573,2,70.0
507574,12,274.7
507575,3,156.6
507576,3,93.1
507577,1,52.1
507578,2,45.0
507579,2,29.4
507580,4,216.2
507581,6,177.3
507582,1,47.8
507583,17,689.3
507584,4,213.1
507585,4,298.5
507586,7,434.2
507587,4,135.2
507588,1,31.5
507589,12,1253.9
507590,1,52.8
507591,3,112.3
507592,8,241.4
507593,5,170.6
507594,5,221.1
507595,8,261.2
507596,3,268.8
507597,5,209.6
507598,8,73.1
507599,10,232.4
507600,2,153.9
507601,3,61.1
507602,11,1463.8
507603,3,210.3
507604,1,133.9
507605,3,100.1
507606,6,91.6
507607,1,32.3
507608,4,69.6
507609,4,117.5
507610,2,113.6
507611,9,232.2
507612,2,33.0
507613,4,142.8
507614,5,398.7
507615,2,31.8
507616,1,20.5
507617,1,45.6
507618,4,163.5
507619,2,70.6
507620,8,454.2
507621,6,117.0
507622,5,200.7
507623,3,99.7
507624,4,111.0
507625,7,231.5
507626,2,88.2
507627,3,99.2
507628,4,178.1
507629,8,229.3
507630,2,46.0
507631,2,104.7
507632,1,23.1
507633,2,83.8
507634,21,487.6
507635,1,103.2
507636,17,954.1
507637,10,275.5
507638,3,74.3
507639,3,134.5
507640,24,683.7
507641,4,148.7
507642,12,318.3
507643,3,55.9
507644,2,140.4
507645,8,333.5
507646,5,119.5
507647,4,335.0
507648,1,45.0
507649,3,167.6
507650,1,23.7
507651,6,173.8
507652,1,49.3
507653,2,28.8
507654,4,88.3
507655,8,242.2
507656,3,94.3
507657,15,566.1
507658,2,108.7
507659,6,350.6
507660,6,151.2
507661,4,129.0
507662,5,123.0
507663,4,133.3
507664,4,38.5
507665,8,208.5
507666,2,55.8
507667,2,70.1
507668,14,2124.1
507669,5,118.0
507670,3,110.7
507671,7,161.5
507672,1,39.9
507673,5,195.3
507674,1,24.8
507675,6,108.1
507676,1,48.4
507677,11,183.5
507678,3,70.4
507679,3,214.4
507680,1,85.8
507681,11,283.5
507682,3,124.9
507683,4,126.4
507684,1,23.4
507685,17,179.5
507686,1,29.7
507687,20,1456.1
507688,11,287.1
507689,1,29.7
507690,6,196.9
507691,2,107.0
507692,1,38.7
507693,5,452.1
507694,8,105.9
507695,2,138.6
507696,8,610.3
507697,3,107.2
507698,2,57.4
507699,5,169.9
507700,3,191.9
507701,5,85.2
507702,1,30.3
507703,9,403.4
507704,2,89.6
507705,5,123.5
507706,1,19.2
507707,6,170.5
507708,5,193.6
507709,4,99.5
507710,4,267.3
507711,7,227.4
507712,10,216.7
507713,11,709.9
507714,5,289.5
507715,3,122.4
507716,5,189.2
507717,2,65.1
507718,1,28.0
507719,5,149.3
507720,3,81.1
507721,9,176.5
507722,11,821.0
507723,3,66.4
507724,1,56.0
507725,8,189.4
507726,3,129.9
507727,4,80.3
507728,5,159.9
507729,4,132.8
507730,4,301.0
507731,9,241.3
507732,1,75.2
507733,3,136.3
507734,5,171.7
507735,6,128.2
507736,11,469.1
507737,17,632.5
507738,4,71.0
507739,8,221.5
507740,4,150.2
507741,5,120.6
507742,2,64.4
507743,1,49.8
507744,1,61.7
507745,4,135.3
507746,4,113.3
507747,3,88.0
507748,10,727.1
507749,3,74.6
507750,2,121.7
507751,2,26.2
507752,2,59.0
507753,2,111.2
507754,5,111.7
507755,5,67.7
507756,1,56.3
507757,5,108.1
507758,15,588.8
507759,3,90.4
507760,5,162.2
507761,6,281.1
507762,7,191.8
507763,6,103.7
507764,5,119.3
507765,5,129.7
507766,2,41.2
507767,3,93.9
507768,7,243.6
507769,6,368.4
507770,2,39.5
507771,2,59.4
507772,9,541.7
507773,2,66.0
507774,6,304.9
507775,3,58.4
507776,4,292.4
507777,12,387.2
507778,4,48.3
507779,7,288.8
507780,5,209.2
507781,1,45.5
507782,2,31.1
507783,6,591.8
507784,10,618.2
507785,3,56.7
507786,4,287.0
507787,1,69.3
507788,15,349.7
507789,1,25.9
507790,3,155.2
507791,4,107.0
507792,1,118.6
507793,7,107.9
507794,14,1177.8
507795,3,76.6
507796,2,70.8
507797,8,136.8
507798,8,510.4
507799,8,318.7
507800,2,34.1
507801,3,81.2
507802,13,191.3
507803,3,106.2
507804,8,539.4
507805,4,185.6
507806,4,105.4
507807,6,478.1
507808,13,137.4
507809,6,194.2
507810,8,182.5
507811,3,106.0
507812,1,30.2
507813,2,43.2
507814,8,371.4
507815,5,119.9
507816,5,159.0
507817,1,19.3
507818,5,212.8
507819,14,357.5
507820,2,56.7
507821,2,20.9
507822,8,361.8
507823,10,283.7
507824,8,275.6
507825,11,883.4
507826,5,216.7
507827,14,874.6
507828,4,87.6
507829,4,380.1
507830,4,175.7
507831,3,325.8
507832,9,322.2
507833,3,61.9
507834,9,1171.5
507835,4,204.6
507836,3,211.3
507837,8,190.3
507838,5,99.0
507839,5,170.9
507840,4,34.8
507841,9,303.7
507842,4,64.3
507843,13,407.5
507844,1,37.4
507845,5,59.2
507846,2,116.1
507847,4,227.2
507848,8,434.6
507849,5,369.0
507850,5,186.9
507851,3,152.5
507852,7,459.9
507853,6,731.9
507854,2,51.6
507855,1,29.9
507856,2,22.1
507857,2,51.3
507858,2,70.7
507859,3,96.5
507860,3,121.1
507861,10,278.6
507862,10,444.3
507863,10,352.7
507864,8,526.8
507865,5,259.1
507866,7,140.2
507867,1,31.4
507868,2,34.3
507869,7,468.1
507870,2,38.9
507871,4,119.8
507872,1,26.2
507873,11,217.9
507874,4,100.1
507875,11,312.2
507876,14,613.7
507877,2,39.9
507878,6,204.6
507879,5,297.3
507880,1,54.7
507881,3,117.2
507882,4,266.4
507883,6,287.4
507884,3,63.2
507885,4,164.1
507886,6,227.4
507887,12,691.1
507888,4,118.7
507889,13,441.9
507890,7,252.7
507891,4,96.7
507892,8,254.9
507893,5,196.3
507894,7,784.3
507895,2,82.0
507896,6,267.1
507897,6,351.8
507898,2,122.9
507899,4,369.4
507900,7,230.3
507901,5,134.6
507902,9,95.3
507903,2,124.8
507904,5,385.2
507905,1,23.1
507906,10,604.2
507907,3,91.7
507908,10,428.8
507909,9,306.6
507910,2,120.7
507911,2,47.0
507912,4,246.0
507913,3,121.6
507914,8,368.5
507915,10,798.4
507916,6,264.9
507917,5,185.9
507918,3,145.1
507919,1,25.2
507920,5,174.1
507921,4,141.6
507922,6,355.4
507923,4,297.1
507924,3,108.7
507925,1,55.8
507926,13,529.8
507927,5,178.7
507928,4,82.0
507929,11,669.3
507930,3,100.6
507931,4,147.1
507932,8,255.9
507933,3,103.9
507934,6,376.3
507935,6,169.7
507936,1,51.0
507937,14,457.0
507938,2,91.6
507939,1,43.7
507940,8,240.3
507941,9,230.9
507942,6,63.6
507943,9,242.1
507944,5,177.8
507945,3,78.1
507946,2,201.3
507947,4,291.9
507948,3,195.7
507949,3,112.7
507950,3,92.3
507951,5,287.3
507952,3,128.7
507953,2,51.2
507954,4,107.9
507955,1,50.0
507956,3,64.8
507957,6,281.7
507958,21,841.8
507959,7,281.4
507960,5,437.6
507961,3,161.8
507962,20,398.5
507963,3,70.3
507964,2,44.1
507965,8,291.1
507966,1,20.5
507967,1,44.5
507968,1,27.7
507969,5,161.6
507970,6,193.7
507971,5,177.9
507972,12,259.9
507973,3,58.3
507974,3,90.9
507975,1,35.9
507976,4,87.7
507977,12,519.3
507978,4,115.5
507979,2,100.6
507980,7,591.3
507981,1,38.9
507982,8,125.0
507983,5,98.6
507984,1,35.1
507985,7,365.0
507986,4,117.3
507987,3,150.8
507988,7,240.3
507989,1,37.6
507990,1,37.1
507991,2,71.9
507992,2,66.4
507993,2,83.7
507994,10,626.8
507995,2,37.3
507996,12,859.3
507997,1,53.7
507998,4,90.5
507999,9,189.2
508000,10,817.9
508001,4,116.6
508002,4,79.9
508003,4,96.6
508004,6,140.9
508005,5,84.8
508006,7,610.4
508007,4,86.5
508008,3,331.2
508009,3,193.5
508010,5,127.4
508011,4,123.0
508012,1,45.9
508013,9,202.1
508014,7,156.9
508015,9,263.5
508016,9,151.8
508017,7,802.8
508018,1,44.4
508019,11,613.0
508020,4,149.6
508021,7,302.0
508022,1,22.1
508023,1,50.5
508024,5,226.6
508025,3,350.0
508026,2,77.1
508027,14,1052.0
508028,1,61.0
508029,4,99.9
508030,4,85.2
508031,15,733.3
508032,5,142.1
508033,3,168.7
508034,11,185.3
508035,5,435.9
508036,10,635.6
508037,7,162.4
508038,5,121.3
508039,1,64.0
508040,1,44.8
508041,4,232.2
508042,6,227.9
508043,20,578.3
508044,11,799.2
508045,1,51.5
508046,2,61.9
508047,4,108.2
508048,15,212.5
508049,20,1662.8
508050,3,212.0
508051,4,274.9
508052,13,246.8
508053,10,524.8
508054,1,36.3
508055,9,538.2
508056,2,54.4
508057,8,161.7
508058,3,203.4
508059,5,162.1
508060,10,327.7
508061,3,61.0
508062,8,317.1
508063,3,121.8
508064,4,148.3
508065,3,110.6
508066,2,66.4
508067,5,187.8
508068,5,324.1
508069,1,43.2
508070,10,356.8
508071,2,139.8
508072,3,198.2
508073,4,29.5
508074,2,59.4
508075,2,105.5
508076,5,379.1
508077,10,1056.9
508078,2,101.3
508079,5,673.4
508080,3,87.8
508081,3,239.1
508082,4,212.2
508083,2,38.6
508084,1,16.9
508085,3,80.3
508086,2,63.3
508087,8,224.9
508088,8,497.9
508089,6,431.2
508090,9,323.1
508091,3,260.4
508092,2,161.2
508093,5,306.1
508094,4,106.1
508095,12,270.5
508096,9,263.8
508097,2,72.9
508098,6,209.5
508099,3,269.4
508100,3,277.3
508101,11,434.3
508102,3,98.0
508103,1,56.9
508104,2,56.3
508105,5,103.1
508106,2,140.4
508107,7,192.7
508108,3,78.2
508109,2,158.1
508110,10,459.9
508111,1,51.3
508112,5,318.8
508113,3,130.2
508114,4,245.5
508115,2,76.9
508116,4,124.6
508117,3,46.4
508118,3,89.1
508119,2,57.2
508120,2,107.8
508121,9,637.3
508122,3,65.7
508123,12,302.3
508124,2,85.7
508125,4,73.5
508126,2,79.3
508127,4,54.6
508128,7,600.2
508129,10,271.1
508130,5,303.9
508131,1,53.1
508132,2,61.3
508133,1,24.0
508134,1,50.2
508135,2,59.9
508136,13,859.1
508137,1,72.1
508138,2,67.0
508139,9,331.0
508140,2,104.2
508141,4,192.1
508142,1,24.5
508143,12,274.8
508144,12,276.7
508145,5,359.3
508146,8,177.5
508147,3,86.6
508148,4,147.6
508149,1,30.7
508150,3,91.7
508151,5,222.0
508152,3,67.3
508153,2,118.3
508154,1,31.2
508155,5,168.9
508156,8,226.5
508157,2,89.9
508158,1,23.4
508159,1,41.9
508160,6,65.6
508161,2,43.8
508162,2,57.5
508163,5,125.8
508164,3,112.0
508165,8,223.1
508166,5,62.9
508167,15,186.8
508168,2,66.4
508169,4,161.5
508170,13,461.4
508171,4,78.6
508172,3,125.2
508173,2,26.6
508174,2,28.1
508175,4,61.0
508176,8,259.3
508177,1,51.8
508178,2,40.0
508179,3,72.7
508180,5,298.4
508181,2,61.4
508182,4,214.1
508183,1,52.2
508184,2,39.4
508185,4,470.8
508186,8,187.8
508187,1,88.6
508188,3,132.0
508189,5,229.9
508190,2,57.4
508191,2,104.2
508192,2,91.2
508193,7,318.3
508194,3,50.6
508195,3,186.8
508196,2,95.3
508197,4,68.6
508198,3,85.6
508199,4,133.9
508200,3,175.0
508201,5,274.4
508202,1,40.9
508203,1,53.7
508204,1,113.3
508205,3,94.7
508206,9,748.5
508207,6,271.2
508208,8,533.9
508209,4,259.9
508210,2,67.4
508211,14,411.3
508212,9,471.4
508213,3,93.9
508214,5,135.0
508215,10,287.7
508216,2,267.4
508217,6,367.1
508218,1,29.5
508219,11,233.5
508220,4,81.3
508221,2,58.5
508222,5,223.7
508223,10,199.7
508224,2,32.9
508225,7,442.9
508226,1,45.7
508227,11,287.6
508228,1,64.7
508229,2,71.1
508230,3,217.4
508231,2,44.5
508232,4,113.5
508233,1,40.9
508234,2,152.7
508235,7,95.4
508236,5,178.8
508237,9,440.8
508238,5,342.4
508239,2,38.9
508240,10,319.1
508241,10,569.9
508242,5,133.3
508243,1,28.4
508244,6,616.9
508245,1,47.9
508246,3,144.7
508247,5,187.3
508248,1,35.4
508249,5,130.7
508250,1,33.9
508251,1,25.9
508252,3,101.9
508253,7,258.1
508254,9,587.8
508255,2,69.4
508256,8,525.8
508257,7,249.0
508258,5,171.7
508259,2,81.8
508260,2,76.6
508261,11,259.8
508262,2,58.6
508263,6,166.2
508264,6,81.2
508265,6,191.8
508266,2,57.3
508267,1,48.5
508268,2,70.3
508269,7,367.7
508270,2,65.3
508271,4,142.2
508272,1,31.7
508273,12,306.1
508274,2,76.4
508275,10,356.1
508276,6,682.2
508277,3,195.0
508278,2,126.2
508279,11,271.4
508280,4,79.8
508281,2,93.0
508282,5,180.2
508283,1,38.6
508284,2,112.6
508285,14,609.3
508286,3,44.2
508287,1,83.9
508288,2,109.3
508289,3,76.6
508290,11,1077.7
508291,3,106.7
508292,10,358.1
508293,2,60.3
508294,1,25.9
508295,9,185.6
508296,3,287.3
508297,1,48.9
508298,5,182.2
508299,1,94.2
508300,2,42.4
508301,4,80.4
508302,7,205.7
508303,2,54.8
508304,8,564.4
508305,1,30.7
508306,6,71.0
508307,8,214.9
508308,4,122.8
508309,12,331.7
508310,4,104.0
508311,3,135.1
508312,6,285.3
508313,6,91.5
508314,7,128.7
508315,6,162.9
508316,4,113.1
508317,5,103.3
508318,6,356.7
508319,4,113.2
508320,6,377.9
508321,5,197.1
508322,1,27.3
508323,6,181.5
508324,4,133.4
508325,5,315.9
508326,3,85.3
508327,8,456.0
508328,4,229.4
508329,2,61.6
508330,11,292.2
508331,4,325.9
508332,5,386.3
508333,2,89.1
508334,2,26.7
508335,1,33.3
508336,5,253.5
508337,5,117.4
508338,5,189.7
508339,2,61.6
508340,8,284.3
508341,8,198.6
508342,2,129.3
508343,7,334.9
508344,9,257.8
508345,1,98.0
508346,5,79.7
508347,1,32.5
508348,2,134.3
508349,20,573.3
508350,5,159.2
508351,3,78.6
508352,8,212.5
508353,7,440.0
508354,4,72.1
508355,1,133.0
508356,3,66.3
508357,13,1562.4
508358,13,695.8
508359,5,104.6
508360,4,152.0
508361,2,88.1
508362,1,48.3
508363,7,76.6
508364,3,129.0
508365,1,27.1
508366,1,78.1
508367,6,410.5
508368,2,34.3
508369,3,50.7
508370,7,198.1
508371,1,33.0
508372,4,193.3
508373,2,78.3
508374,5,149.7
508375,12,505.6
508376,1,22.9
508377,2,43.1
508378,4,245.7
508379,3,187.0
508380,13,311.6
508381,4,71.9
508382,9,549.2
508383,1,77.4
508384,2,179.8
508385,18,1003.2
508386,3,47.9
508387,8,344.3
508388,4,182.7
508389,1,25.0
508390,3,259.3
508391,1,30.5
508392,6,323.6
508393,2,106.4
508394,6,262.4
508395,8,308.5
508396,7,643.9
508397,9,474.8
508398,4,74.9
508399,4,155.1
508400,3,250.4
508401,7,571.3
508402,13,344.1
508403,2,24.5
508404,11,857.5
508405,12,902.7
508406,1,73.5
508407,5,154.1
508408,3,153.6
508409,2,33.0
508410,4,245.6
508411,4,96.4
508412,1,31.1
508413,11,645.5
508414,6,134.9
508415,2,99.0
508416,8,170.8
508417,7,653.5
508418,3,100.8
508419,3,94.8
508420,6,107.6
508421,16,791.1
508422,1,34.5
508423,3,73.5
508424,3,92.3
508425,4,99.4
508426,3,119.4
508427,10,642.7
508428,5,123.0
508429,6,352.3
508430,3,37.4
508431,8,252.2
508432,4,259.0
508433,2,110.4
508434,8,288.4
508435,6,179.7
508436,5,185.5
508437,1,36.8
508438,8,379.7
508439,5,268.1
508440,3,100.7
508441,21,1766.5
508442,8,260.1
508443,2,150.4
508444,2,109.5
508445,2,141.2
508446,2,50.1
508447,4,280.0
508448,4,419.4
508449,2,28.8
508450,6,85.3
508451,3,412.4
508452,1,31.4
508453,10,430.7
508454,22,850.7
508455,6,155.2
508456,9,292.2
508457,4,78.2
508458,6,439.9
508459,2,101.7
508460,8,545.3
508461,3,119.5
508462,2,78.5
508463,2,60.5
508464,6,175.2
508465,7,315.4
508466,9,167.6
508467,3,217.0
508468,14,572.7
508469,6,611.8
508470,9,571.2
508471,3,111.0
508472,6,326.2
508473,3,47.8
508474,4,72.9
508475,1,34.0
508476,1,38.5
508477,12,459.0
508478,2,86.5
508479,4,330.0
508480,4,32.2
508481,5,387.2
508482,1,42.5
508483,7,353.6
508484,3,137.2
508485,7,181.0
508486,7,641.5
508487,4,277.4
508488,1,84.5
508489,9,754.8
508490,5,198.6
508491,6,153.4
508492,4,114.5
508493,11,481.7
508494,5,367.2
508495,2,82.6
508496,2,43.8
508497,10,306.7
508498,1,41.2
508499,4,58.9
508500,6,398.8
508501,3,82.1
508502,2,63.3
508503,20,1152.8
508504,1,29.7
508505,3,59.5
508506,3,23.5
508507,2,76.6
508508,4,212.2
508509,3,32.1
508510,2,43.2
508511,3,112.3
508512,19,552.3
508513,2,54.7
508514,6,151.4
508515,2,129.1
508516,3,118.5
508517,4,207.8
508518,8,294.8
508519,5,115.4
508520,1,41.5
508521,4,57.1
508522,4,151.9
508523,5,311.3
508524,8,246.4
508525,7,412.9
508526,1,20.7
508527,1,54.2
508528,1,43.2
508529,4,36.6
508530,5,255.7
508531,6,67.6
508532,3,73.6
508533,1,45.6
508534,1,46.3
508535,5,190.4
508536,1,114.9
508537,4,121.3
508538,1,22.8
508539,2,203.3
508540,3,96.5
508541,2,82.3
508542,4,77.7
508543,4,48.9
508544,7,274.3
508545,25,577.1
508546,1,35.7
508547,2,41.7
508548,1,15.1
508549,6,271.6
508550,6,188.9
508551,1,13.7
508552,6,178.3
508553,1,34.9
508554,2,81.4
508555,9,202.4
508556,1,56.1
508557,3,158.5
508558,4,88.6
508559,1,48.9
508560,2,158.2
508561,1,63.6
508562,11,501.4
508563,2,67.8
508564,1,20.9
508565,1,71.8
508566,2,37.0
508567,5,135.8
508568,6,296.3
508569,3,79.7
508570,4,133.6
508571,7,142.1
508572,9,239.2
508573,4,86.5
508574,2,47.6
508575,2,57.7
508576,3,116.4
508577,8,310.1
508578,3,100.6
508579,6,181.6
508580,3,82.2
508581,2,37.6
508582,1,30.0
508583,13,135.2
508584,1,115.7
508585,4,291.4
508586,24,2792.0
508587,3,103.2
508588,7,275.6
508589,6,136.2
508590,1,67.1
508591,3,289.0
508592,8,87.3
508593,2,104.3
508594,2,49.9
508595,1,36.3
508596,6,364.6
508597,3,94.4
508598,1,38.3
508599,1,67.6
508600,5,99.5
508601,25,902.0
508602,3,164.1
508603,3,115.7
508604,2,117.5
508605,9,213.3
508606,5,216.5
508607,4,144.0
508608,6,333.8
508609,2,78.0
508610,4,63.0
508611,2,45.5
508612,1,84.4
508613,5,155.0
508614,1,31.5
508615,8,247.9
508616,2,91.9
508617,1,25.0
508618,6,147.6
508619,4,122.2
508620,3,81.0
508621,1,60.5
508622,5,110.6
508623,2,65.9
508624,7,457.4
508625,2,45.0
508626,3,134.3
508627,4,190.9
508628,4,72.1
508629,9,415.9
508630,5,88.4
508631,2,40.2
508632,2,33.4
508633,3,54.7
508634,8,203.8
508635,1,22.0
508636,1,46.6
508637,1,40.7
508638,3,147.1
508639,14,518.9
508640,4,336.4
508641,5,175.3
508642,4,159.7
508643,2,109.8
508644,5,248.1
508645,5,212.5
508646,5,104.8
508647,1,41.2
508648,3,125.0
508649,11,245.8
508650,15,483.5
508651,4,188.9
508652,12,527.7
508653,6,127.9
508654,4,117.5
508655,6,132.3
508656,5,328.8
508657,6,229.1
508658,3,84.5
508659,6,173.7
508660,10,382.6
508661,2,64.9
508662,7,218.0
508663,9,278.6
508664,9,1060.1
508665,2,47.8
508666,1,41.3
508667,1,45.3
508668,7,311.1
508669,4,94.8
508670,6,296.6
508671,12,313.0
508672,4,188.2
508673,5,88.9
508674,1,65.4
508675,5,36.2
508676,10,352.2
508677,5,120.3
508678,2,118.9
508679,1,60.2
508680,2,23.1
508681,6,140.0
508682,3,130.0
508683,2,57.2
508684,6,284.8
508685,4,189.7
508686,4,175.0
508687,2,134.4
508688,1,21.2
508689,3,92.6
508690,3,66.5
508691,5,144.4
508692,7,149.6
508693,1,55.4
508694,2,66.5
508695,6,186.4
508696,4,88.9
508697,10,316.8
508698,5,319.1
508699,2,120.8
508700,3,77.6
508701,8,909.5
508702,2,109.7
508703,2,42.1
508704,1,52.2
508705,4,477.0
508706,6,174.8
508707,9,181.5
508708,2,57.3
508709,1,19.7
508710,12,418.9
508711,1,65.7
508712,7,254.8
508713,8,249.7
508714,6,387.5
508715,4,91.7
508716,3,69.8
508717,2,105.1
508718,5,284.7
508719,4,117.4
508720,5,382.7
508721,1,35.2
508722,9,529.2
508723,8,244.3
508724,1,30.1
508725,1,27.6
508726,5,368.2
508727,1,22.0
508728,4,253.6
508729,8,771.0
508730,1,27.1
508731,3,136.2
508732,1,52.1
508733,8,397.3
508734,2,60.7
508735,8,368.1
508736,5,264.3
508737,7,98.5
508738,1,17.6
508739,2,89.0
508740,3,98.0
508741,14,684.7
508742,5,106.8
508743,2,85.3
508744,6,321.5
508745,5,264.1
508746,2,62.4
508747,3,186.1
508748,2,35.1
508749,18,296.1
508750,2,121.8
508751,2,31.8
508752,5,169.5
508753,1,40.0
508754,9,504.1
508755,6,385.7
508756,1,68.5
508757,9,235.2
508758,7,178.1
508759,5,83.5
508760,12,446.5
508761,2,80.0
508762,4,374.2
508763,8,678.6
508764,8,117.5
508765,6,304.7
508766,2,31.4
508767,6,99.7
508768,4,283.1
508769,2,71.7
508770,1,71.4
508771,1,33.8
508772,4,347.6
508773,2,93.9
508774,1,25.1
508775,2,243.3
508776,7,255.5
508777,1,56.7
508778,6,166.7
508779,2,15.0
508780,4,243.2
508781,7,107.8
508782,3,101.2
508783,2,66.7
508784,16,557.6
508785,4,313.7
508786,9,230.1
508787,5,87.6
508788,5,172.5
508789,3,80.1
508790,3,41.4
508791,1,26.4
508792,9,489.3
508793,5,253.2
508794,5,466.9
508795,6,395.2
508796,3,155.3
508797,5,155.5
508798,3,58.4
508799,4,162.4
508800,5,241.2
508801,4,179.2
508802,3,84.3
508803,16,717.5
508804,2,57.6
508805,6,48.0
508806,1,34.5
508807,8,228.9
508808,12,628.9
508809,25,388.8
508810,1,25.1
508811,2,92.8
508812,7,106.5
508813,12,288.2
508814,1,46.6
508815,2,80.0
508816,8,512.0
508817,3,66.7
508818,17,522.3
508819,6,138.1
508820,6,125.6
508821,12,390.0
508822,8,286.1
508823,3,63.5
508824,3,44.8
508825,8,153.0
508826,1,51.6
508827,2,37.8
508828,2,29.0
508829,14,1156.9
508830,4,98.6
508831,5,278.2
508832,4,174.3
508833,1,87.3
508834,6,228.0
508835,3,65.1
508836,11,218.2
508837,5,108.7
508838,7,858.8
508839,9,180.4
508840,2,112.8
508841,10,201.8
508842,3,127.4
508843,4,169.7
508844,13,639.1
508845,3,166.3
508846,1,27.2
508847,4,158.2
508848,6,171.1
508849,2,43.8
508850,3,64.7
508851,6,157.0
508852,5,92.1
508853,5,526.5
508854,4,72.1
508855,4,146.7
508856,6,99.5
508857,15,281.7
508858,4,124.2
508859,2,107.2
508860,4,159.1
508861,8,227.8
508862,3,100.5
508863,7,546.5
508864,3,139.1
508865,12,334.7
508866,6,84.1
508867,10,259.3
508868,13,712.4
508869,4,40.0
508870,5,155.6
508871,7,167.7
508872,1,28.7
508873,6,322.7
508874,2,66.0
508875,7,222.4
508876,7,457.1
508877,7,1237.0
508878,5,251.8
508879,15,711.0
508880,7,218.3
508881,13,660.0
508882,4,326.8
508883,19,721.4
508884,6,191.0
508885,3,74.3
508886,2,38.0
508887,12,394.6
508888,15,295.3
508889,4,137.5
508890,1,42.0
508891,4,146.8
508892,2,42.5
508893,1,20.3
508894,7,447.6
508895,8,122.7
508896,1,38.0
508897,1,83.2
508898,4,120.1
508899,6,306.4
508900,8,392.5
508901,2,33.7
508902,2,141.5
508903,10,258.8
508904,2,53.2
508905,3,145.1
508906,6,186.2
508907,8,468.5
508908,9,429.5
508909,9,747.0
508910,11,847.5
508911,6,281.5
508912,1,33.8
508913,5,97.1
508914,3,98.8
508915,7,226.5
508916,5,107.4
508917,2,60.0
508918,3,87.4
508919,3,206.1
508920,13,231.6
508921,3,48.3
508922,6,199.2
508923,1,79.9
508924,5,188.7
508925,5,195.4
508926,8,363.5
508927,3,150.8
508928,9,244.8
508929,2,89.6
508930,2,77.2
508931,3,47.4
508932,1,27.4
508933,8,191.6
508934,1,31.2
508935,3,179.9
508936,18,998.1
508937,1,43.7
508938,10,361.6
508939,9,1085.0
508940,3,61.6
508941,6,138.5
508942,2,66.1
508943,9,412.7
508944,3,171.8
508945,3,62.3
508946,9,249.8
508947,4,149.6
508948,3,68.8
508949,3,127.6
508950,9,394.3
508951,2,25.6
508952,1,63.0
508953,7,394.1
508954,11,280.3
508955,3,162.9
508956,4,346.8
508957,5,170.0
508958,2,39.2
508959,4,165.0
